Calendar Day,Group,Division,Business Unit,Gross Order $
08/19/2018,Commercial & Industrial,WBP,WDK,8640342.64
08/19/2018,Commercial & Industrial,Wiegmann,Wiegmann,1078295.7
08/19/2018,Construction & Energy,Burndy - US,Burndy - US,5588592.19
08/19/2018,Construction & Energy,CMC,CMC,1378906.2
08/19/2018,Construction & Energy,Continental Industries,Continental Industries,1736985.35
08/19/2018,Construction & Energy,GAI-Tronics - UK,Gai-Tronics - UK,555608.05
08/19/2018,Construction & Energy,GAI-Tronics - US,GAI-Tronics - US,1387644.42
08/19/2018,Construction & Energy,Gai-Tronics - Italy,Gai-Tronics - Italy,0
08/19/2018,Construction & Energy,Hawke - UK,Hawke - UK,315239.46
08/19/2018,Construction & Energy,Hubbell Canada,Hubbell Canada,2313428.08
08/19/2018,Construction & Energy,Hubbell Products Mexico,Hubbell Products Mexico,895814.44
08/19/2018,Construction & Energy,Hubbell Scotland,Hubbell Scotland,384626.64
08/19/2018,Construction & Energy,Killark,Killark,2086911.82
08/19/2018,Hubbell Lighting,C & I,AAL,624825.95
08/19/2018,Hubbell Lighting,C & I,Alera,183387.4
08/19/2018,Hubbell Lighting,C & I,Beacon,1068192.29
08/19/2018,Hubbell Lighting,C & I,Columbia,2972644.75
08/19/2018,Hubbell Lighting,C & I,Hubbell Control Solutions,541139.51
08/19/2018,Hubbell Lighting,C & I,Hubbell Lighting Components,528163.7
08/19/2018,Hubbell Lighting,C & I,Industrial Lighting,264856.71
08/19/2018,Hubbell Lighting,C & I,Kim,745007.16
08/19/2018,Hubbell Lighting,C & I,Kurt Versen,106205.8
08/19/2018,Hubbell Lighting,C & I,Life Safety,1076643.01
08/19/2018,Hubbell Lighting,C & I,Litecontrol,1481337.13
08/19/2018,Hubbell Lighting,C & I,Outdoor,1357824.68
08/19/2018,Hubbell Lighting,C & I,Prescolite,1175817.69
08/19/2018,Hubbell Lighting,C & I,Security Lighting,490471.15
08/19/2018,Hubbell Lighting,Residential,Progress Lighting,5757267.97
08/19/2018,Integrated Solutions,Integrated Solutions,iDevices,0
08/19/2018,Power Systems,Aiken - Arresters,Aiken - Arresters,982823.44
08/19/2018,Power Systems,Aiken - Cable Acc,Aiken - Cable Acc,594538.56
08/19/2018,Power Systems,Aiken - Insulator,Aiken - Insulator,980853.44
08/19/2018,Power Systems,Civil & Construction,Civil & Construction,4522670.86
08/19/2018,Power Systems,Connectors,Connectors,3760683.67
08/19/2018,Power Systems,Enclosures,Enclosures,3781245.28
08/19/2018,Power Systems,HPS China,HPS China,322370.88
08/19/2018,Power Systems,Switching Fusing,Switching & Fusing,4065857.54
08/19/2018,Power Systems,Tools and Equipment,Tools and Equipment,1269044.45
08/19/2018,Power Systems,Total Bushings,Bushings,672613.56
08/19/2018,Power Systems,Utility Automation,Utility Automation,1488143.96
08/26/2018,Commercial & Industrial,ACME,ACME,827013.59
08/26/2018,Commercial & Industrial,Gleason Reel,Gleason Reel,666607.65
08/26/2018,Commercial & Industrial,Hipotronics,Hipotronics,309618.92
08/26/2018,Commercial & Industrial,Industrial Controls,Industrial Controls,1328143.33
08/26/2018,Commercial & Industrial,Raco/TayMac,Raco/TayMac,5137244.73
08/26/2018,Commercial & Industrial,WBP,Bryant Electric,312303.46
08/26/2018,Commercial & Industrial,WBP,Premise Wiring,1204227.83
08/26/2018,Commercial & Industrial,WBP,WDK,8725982.17
08/26/2018,Commercial & Industrial,Wiegmann,Wiegmann,1066897.99
08/26/2018,Construction & Energy,Burndy - US,Burndy - US,6180543.04
08/26/2018,Construction & Energy,CMC,CMC,1856691.6
08/26/2018,Construction & Energy,Continental Industries,Continental Industries,835815.54
08/26/2018,Construction & Energy,GAI-Tronics - UK,Gai-Tronics - UK,129996.35
08/26/2018,Construction & Energy,GAI-Tronics - US,GAI-Tronics - US,640112.01
08/26/2018,Construction & Energy,Gai-Tronics - Italy,Gai-Tronics - Italy,0
08/26/2018,Construction & Energy,Hawke - UK,Hawke - UK,160945.66
08/26/2018,Construction & Energy,Hubbell Canada,Hubbell Canada,3235136.25
08/26/2018,Construction & Energy,Hubbell Products Mexico,Hubbell Products Mexico,1092434.02
08/26/2018,Construction & Energy,Hubbell Scotland,Hubbell Scotland,1013800.58
08/26/2018,Construction & Energy,Killark,Killark,1823542.15
08/26/2018,Hubbell Lighting,C & I,AAL,588363.54
08/26/2018,Hubbell Lighting,C & I,Alera,7662.85
08/26/2018,Hubbell Lighting,C & I,Beacon,1257325.72
08/26/2018,Hubbell Lighting,C & I,Columbia,3929342.91
08/26/2018,Hubbell Lighting,C & I,Hubbell Control Solutions,684829.04
08/26/2018,Hubbell Lighting,C & I,Hubbell Lighting Components,402191.41
08/26/2018,Hubbell Lighting,C & I,Industrial Lighting,482240.63
08/26/2018,Hubbell Lighting,C & I,Kim,517396.78
08/26/2018,Hubbell Lighting,C & I,Kurt Versen,105926.6
08/26/2018,Hubbell Lighting,C & I,Life Safety,1519100.02
08/26/2018,Hubbell Lighting,C & I,Litecontrol,1010691.57
08/26/2018,Hubbell Lighting,C & I,Outdoor,1311793.1
08/26/2018,Hubbell Lighting,C & I,Prescolite,1307111.31
08/26/2018,Hubbell Lighting,C & I,Security Lighting,521387.32
08/26/2018,Hubbell Lighting,Residential,Progress Lighting,6184473.2
08/26/2018,Integrated Solutions,Integrated Solutions,iDevices,0
08/26/2018,Power Systems,Aiken - Arresters,Aiken - Arresters,2349559.58
08/26/2018,Power Systems,Aiken - Cable Acc,Aiken - Cable Acc,768987.55
08/26/2018,Power Systems,Aiken - Insulator,Aiken - Insulator,1879741.18
08/26/2018,Power Systems,Civil & Construction,Civil & Construction,4417556.54
08/26/2018,Power Systems,Connectors,Connectors,3717530.81
08/26/2018,Power Systems,Enclosures,Enclosures,3456505.75
08/26/2018,Power Systems,HPS China,HPS China,649521.17
08/26/2018,Power Systems,Switching Fusing,Switching & Fusing,3129902.76
08/26/2018,Power Systems,Tools and Equipment,Tools and Equipment,1346282.85
08/26/2018,Power Systems,Total Bushings,Bushings,1240253.22
08/26/2018,Power Systems,Utility Automation,Utility Automation,899350.89
09/02/2018,Commercial & Industrial,ACME,ACME,1106637.95
09/02/2018,Commercial & Industrial,Gleason Reel,Gleason Reel,573719.81
09/02/2018,Commercial & Industrial,Hipotronics,Hipotronics,230887.33
09/02/2018,Commercial & Industrial,Industrial Controls,Industrial Controls,1579205.7
09/02/2018,Commercial & Industrial,Raco/TayMac,Raco/TayMac,6067951.62
09/02/2018,Commercial & Industrial,WBP,Bryant Electric,387783.65
09/02/2018,Commercial & Industrial,WBP,Premise Wiring,1118015.19
09/02/2018,Commercial & Industrial,WBP,WDK,8630587.96
09/02/2018,Commercial & Industrial,Wiegmann,Wiegmann,1101940.63
09/02/2018,Construction & Energy,Burndy - US,Burndy - US,7034651.15
09/02/2018,Construction & Energy,CMC,CMC,1817101.06
09/02/2018,Construction & Energy,Continental Industries,Continental Industries,1594746.19
09/02/2018,Construction & Energy,GAI-Tronics - UK,Gai-Tronics - UK,261877.72
09/02/2018,Construction & Energy,GAI-Tronics - US,GAI-Tronics - US,1307429.69
09/02/2018,Construction & Energy,Gai-Tronics - Italy,Gai-Tronics - Italy,0
09/02/2018,Construction & Energy,Hawke - UK,Hawke - UK,231167.03
09/02/2018,Construction & Energy,Hubbell Canada,Hubbell Canada,2792921.01
09/02/2018,Construction & Energy,Hubbell Products Mexico,Hubbell Products Mexico,886380.79
09/02/2018,Construction & Energy,Hubbell Scotland,Hubbell Scotland,1051823.1
09/02/2018,Construction & Energy,Killark,Killark,1432087.6
09/02/2018,Hubbell Lighting,C & I,AAL,926753.6
09/02/2018,Hubbell Lighting,C & I,Alera,75465.93
09/02/2018,Hubbell Lighting,C & I,Beacon,1680239.83
09/02/2018,Hubbell Lighting,C & I,Columbia,4756362.63
09/02/2018,Hubbell Lighting,C & I,Hubbell Control Solutions,1268788.69
09/02/2018,Hubbell Lighting,C & I,Hubbell Lighting Components,1008656.83
09/02/2018,Hubbell Lighting,C & I,Industrial Lighting,483683.08
09/02/2018,Hubbell Lighting,C & I,Kim,1174477.17
09/02/2018,Hubbell Lighting,C & I,Kurt Versen,-1194.12
09/02/2018,Hubbell Lighting,C & I,Life Safety,1661969.77
09/02/2018,Hubbell Lighting,C & I,Litecontrol,496331.63
09/02/2018,Hubbell Lighting,C & I,Outdoor,1500855.82
09/02/2018,Hubbell Lighting,C & I,Prescolite,1559684.18
09/02/2018,Hubbell Lighting,C & I,Security Lighting,285600.09
09/02/2018,Hubbell Lighting,Residential,Progress Lighting,6109706.65
09/02/2018,Integrated Solutions,Integrated Solutions,iDevices,0
09/02/2018,Power Systems,Aiken - Arresters,Aiken - Arresters,1444195.33
09/02/2018,Power Systems,Aiken - Cable Acc,Aiken - Cable Acc,560007.63
09/02/2018,Power Systems,Aiken - Insulator,Aiken - Insulator,1685353.6
09/02/2018,Power Systems,Civil & Construction,Civil & Construction,4527549.24
09/02/2018,Power Systems,Connectors,Connectors,4686784.58
09/02/2018,Power Systems,Enclosures,Enclosures,3726705.12
09/02/2018,Power Systems,HPS China,HPS China,344033.48
09/02/2018,Power Systems,Switching Fusing,Switching & Fusing,2858648.93
09/02/2018,Power Systems,Tools and Equipment,Tools and Equipment,1100170.85
09/02/2018,Power Systems,Total Bushings,Bushings,1544915.19
09/02/2018,Power Systems,Utility Automation,Utility Automation,907836.1
09/09/2018,Commercial & Industrial,ACME,ACME,873470.56
09/09/2018,Commercial & Industrial,Gleason Reel,Gleason Reel,695845.8
09/09/2018,Commercial & Industrial,Hipotronics,Hipotronics,89545.59
09/09/2018,Commercial & Industrial,Industrial Controls,Industrial Controls,836743.77
09/09/2018,Commercial & Industrial,Raco/TayMac,Raco/TayMac,5119364.52
09/09/2018,Commercial & Industrial,WBP,Bryant Electric,164001.34
09/09/2018,Commercial & Industrial,WBP,Premise Wiring,680777.86
09/09/2018,Commercial & Industrial,WBP,WDK,7168686.86
09/09/2018,Commercial & Industrial,Wiegmann,Wiegmann,908130.27
09/09/2018,Construction & Energy,Burndy - US,Burndy - US,5231661.74
09/09/2018,Construction & Energy,CMC,CMC,1616977.13
09/09/2018,Construction & Energy,Continental Industries,Continental Industries,915127.97
09/09/2018,Construction & Energy,GAI-Tronics - UK,Gai-Tronics - UK,363574.9
09/09/2018,Construction & Energy,GAI-Tronics - US,GAI-Tronics - US,603246.2
09/09/2018,Construction & Energy,Gai-Tronics - Italy,Gai-Tronics - Italy,0
09/09/2018,Construction & Energy,Hawke - UK,Hawke - UK,344631.96
09/09/2018,Construction & Energy,Hubbell Canada,Hubbell Canada,2119120.58
09/09/2018,Construction & Energy,Hubbell Products Mexico,Hubbell Products Mexico,735468.97
09/09/2018,Construction & Energy,Hubbell Scotland,Hubbell Scotland,698633.45
09/09/2018,Construction & Energy,Killark,Killark,1841621.03
09/09/2018,Hubbell Lighting,C & I,AAL,225926.15
09/09/2018,Hubbell Lighting,C & I,Alera,55532.25
09/09/2018,Hubbell Lighting,C & I,Beacon,1051838.22
09/09/2018,Hubbell Lighting,C & I,Columbia,3298214.73
09/09/2018,Hubbell Lighting,C & I,Hubbell Control Solutions,488706.26
09/09/2018,Hubbell Lighting,C & I,Hubbell Lighting Components,368868.92
09/09/2018,Hubbell Lighting,C & I,Industrial Lighting,498625.3
09/09/2018,Hubbell Lighting,C & I,Kim,754392.02
09/09/2018,Hubbell Lighting,C & I,Kurt Versen,197243.6
09/09/2018,Hubbell Lighting,C & I,Life Safety,994788.97
09/09/2018,Hubbell Lighting,C & I,Litecontrol,732382.38
09/09/2018,Hubbell Lighting,C & I,Outdoor,1234083.71
09/09/2018,Hubbell Lighting,C & I,Prescolite,876723.08
09/09/2018,Hubbell Lighting,C & I,Security Lighting,282832.76
09/09/2018,Hubbell Lighting,Residential,Progress Lighting,5684241.78
09/09/2018,Integrated Solutions,Integrated Solutions,iDevices,0
09/09/2018,Power Systems,Aiken - Arresters,Aiken - Arresters,1479553.49
09/09/2018,Power Systems,Aiken - Cable Acc,Aiken - Cable Acc,528448.37
09/09/2018,Power Systems,Aiken - Insulator,Aiken - Insulator,1050942.91
09/09/2018,Power Systems,Civil & Construction,Civil & Construction,4234965.26
09/09/2018,Power Systems,Connectors,Connectors,3066317.69
09/09/2018,Power Systems,Enclosures,Enclosures,3253953.48
09/09/2018,Power Systems,HPS China,HPS China,248828.18
09/09/2018,Power Systems,Switching Fusing,Switching & Fusing,2478697.31
09/09/2018,Power Systems,Tools and Equipment,Tools and Equipment,1463886.46
09/09/2018,Power Systems,Total Bushings,Bushings,737479.03
09/09/2018,Power Systems,Utility Automation,Utility Automation,831713.49
09/16/2018,Commercial & Industrial,ACME,ACME,824417.47
09/16/2018,Commercial & Industrial,Gleason Reel,Gleason Reel,488193.87
09/16/2018,Commercial & Industrial,Hipotronics,Hipotronics,213712.76
09/16/2018,Commercial & Industrial,Industrial Controls,Industrial Controls,961899.41
09/16/2018,Commercial & Industrial,Raco/TayMac,Raco/TayMac,3929358.11
09/16/2018,Commercial & Industrial,WBP,Bryant Electric,767183.01
09/16/2018,Commercial & Industrial,WBP,Premise Wiring,1476759.75
09/16/2018,Commercial & Industrial,WBP,WDK,9633220.35
09/16/2018,Commercial & Industrial,Wiegmann,Wiegmann,1181787.36
09/16/2018,Construction & Energy,Burndy - US,Burndy - US,5910242.07
09/16/2018,Construction & Energy,CMC,CMC,1681729.7
09/16/2018,Construction & Energy,Continental Industries,Continental Industries,883912.1
09/16/2018,Construction & Energy,GAI-Tronics - UK,Gai-Tronics - UK,231548.76
09/16/2018,Construction & Energy,GAI-Tronics - US,GAI-Tronics - US,626635.83
09/16/2018,Construction & Energy,Gai-Tronics - Italy,Gai-Tronics - Italy,0
09/16/2018,Construction & Energy,Hawke - UK,Hawke - UK,422349.54
09/16/2018,Construction & Energy,Hubbell Canada,Hubbell Canada,3557708.3
09/16/2018,Construction & Energy,Hubbell Products Mexico,Hubbell Products Mexico,708257.28
09/16/2018,Construction & Energy,Hubbell Scotland,Hubbell Scotland,303481.54
09/16/2018,Construction & Energy,Killark,Killark,2097259.87
09/16/2018,Hubbell Lighting,C & I,AAL,485554.02
09/16/2018,Hubbell Lighting,C & I,Alera,175663.63
09/16/2018,Hubbell Lighting,C & I,Beacon,1319079.28
09/16/2018,Hubbell Lighting,C & I,Columbia,3065142.27
09/16/2018,Hubbell Lighting,C & I,Hubbell Control Solutions,864660.53
09/16/2018,Hubbell Lighting,C & I,Hubbell Lighting Components,545916.28
09/16/2018,Hubbell Lighting,C & I,Industrial Lighting,279902.63
09/16/2018,Hubbell Lighting,C & I,Kim,938824.38
09/16/2018,Hubbell Lighting,C & I,Kurt Versen,179801.64
09/16/2018,Hubbell Lighting,C & I,Life Safety,1529605.14
09/16/2018,Hubbell Lighting,C & I,Litecontrol,615376.15
09/16/2018,Hubbell Lighting,C & I,Outdoor,1508425.52
09/16/2018,Hubbell Lighting,C & I,Prescolite,1404578.3
09/16/2018,Hubbell Lighting,C & I,Security Lighting,337796.97
09/16/2018,Hubbell Lighting,Residential,Progress Lighting,6592851.47
09/16/2018,Integrated Solutions,Integrated Solutions,iDevices,289555.5
09/16/2018,Power Systems,Aiken - Arresters,Aiken - Arresters,1880655.06
09/16/2018,Power Systems,Aiken - Cable Acc,Aiken - Cable Acc,651275.44
09/16/2018,Power Systems,Aiken - Insulator,Aiken - Insulator,1526798.53
09/16/2018,Power Systems,Civil & Construction,Civil & Construction,5102832.24
09/16/2018,Power Systems,Connectors,Connectors,4556496.57
09/16/2018,Power Systems,Enclosures,Enclosures,4258980.08
09/16/2018,Power Systems,HPS China,HPS China,165530.86
09/16/2018,Power Systems,Switching Fusing,Switching & Fusing,3832389.93
09/16/2018,Power Systems,Tools and Equipment,Tools and Equipment,1488837.52
09/16/2018,Power Systems,Total Bushings,Bushings,687601.09
09/16/2018,Power Systems,Utility Automation,Utility Automation,1100032.69
09/23/2018,Commercial & Industrial,ACME,ACME,775187.66
09/23/2018,Commercial & Industrial,Gleason Reel,Gleason Reel,679011.14
09/23/2018,Commercial & Industrial,Hipotronics,Hipotronics,215144.43
09/23/2018,Commercial & Industrial,Industrial Controls,Industrial Controls,1371940.09
09/23/2018,Commercial & Industrial,Raco/TayMac,Raco/TayMac,6532653.57
09/23/2018,Commercial & Industrial,WBP,Bryant Electric,346944.49
09/23/2018,Commercial & Industrial,WBP,Premise Wiring,1098169.57
09/23/2018,Commercial & Industrial,WBP,WDK,10040195.28
09/23/2018,Commercial & Industrial,Wiegmann,Wiegmann,1122577.1
09/23/2018,Construction & Energy,Burndy - US,Burndy - US,5861339.95
09/23/2018,Construction & Energy,CMC,CMC,1826711.36
09/23/2018,Construction & Energy,Continental Industries,Continental Industries,1269617.97
09/23/2018,Construction & Energy,GAI-Tronics - UK,Gai-Tronics - UK,124848.55
09/23/2018,Construction & Energy,GAI-Tronics - US,GAI-Tronics - US,998380.1
09/23/2018,Construction & Energy,Gai-Tronics - Italy,Gai-Tronics - Italy,0
09/23/2018,Construction & Energy,Hawke - UK,Hawke - UK,307512.25
09/23/2018,Construction & Energy,Hubbell Canada,Hubbell Canada,3552108.51
09/23/2018,Construction & Energy,Hubbell Products Mexico,Hubbell Products Mexico,761461.94
09/23/2018,Construction & Energy,Hubbell Scotland,Hubbell Scotland,240215.11
09/23/2018,Construction & Energy,Killark,Killark,2085272.79
09/23/2018,Hubbell Lighting,C & I,AAL,411436.62
09/23/2018,Hubbell Lighting,C & I,Alera,168610.14
09/23/2018,Hubbell Lighting,C & I,Beacon,1166249.14
09/23/2018,Hubbell Lighting,C & I,Columbia,3881574.71
09/23/2018,Hubbell Lighting,C & I,Hubbell Control Solutions,829883.64
09/23/2018,Hubbell Lighting,C & I,Hubbell Lighting Components,780442.52
09/23/2018,Hubbell Lighting,C & I,Industrial Lighting,535689.99
09/23/2018,Hubbell Lighting,C & I,Kim,1190372.4
09/23/2018,Hubbell Lighting,C & I,Kurt Versen,58488.24
09/23/2018,Hubbell Lighting,C & I,Life Safety,1670389.04
09/23/2018,Hubbell Lighting,C & I,Litecontrol,937279.04
09/23/2018,Hubbell Lighting,C & I,Outdoor,1354555.32
09/23/2018,Hubbell Lighting,C & I,Prescolite,1489949.29
09/23/2018,Hubbell Lighting,C & I,Security Lighting,367484.74
09/23/2018,Hubbell Lighting,Residential,Progress Lighting,5537889.79
09/23/2018,Integrated Solutions,Integrated Solutions,iDevices,1975
09/23/2018,Power Systems,Aiken - Arresters,Aiken - Arresters,1670276.76
09/23/2018,Power Systems,Aiken - Cable Acc,Aiken - Cable Acc,682730.64
09/23/2018,Power Systems,Aiken - Insulator,Aiken - Insulator,1039768.3
09/23/2018,Power Systems,Civil & Construction,Civil & Construction,3681856.95
09/23/2018,Power Systems,Connectors,Connectors,2642281.66
09/23/2018,Power Systems,Enclosures,Enclosures,3913368.36
09/23/2018,Power Systems,HPS China,HPS China,2344226.15
09/23/2018,Power Systems,Switching Fusing,Switching & Fusing,2980625.78
09/23/2018,Power Systems,Tools and Equipment,Tools and Equipment,1543524.2
09/23/2018,Power Systems,Total Bushings,Bushings,1567076.34
09/23/2018,Power Systems,Utility Automation,Utility Automation,1274624.52
09/30/2018,Commercial & Industrial,ACME,ACME,699764.12
09/30/2018,Commercial & Industrial,Gleason Reel,Gleason Reel,635294.8
09/30/2018,Commercial & Industrial,Hipotronics,Hipotronics,2054999.92
09/30/2018,Commercial & Industrial,Industrial Controls,Industrial Controls,2020088.82
09/30/2018,Commercial & Industrial,Raco/TayMac,Raco/TayMac,4573401.15
