Work Day,Group,Division,Actual $
03/27/2019,Power Systems,Switching Fusing,821540
03/27/2019,Power Systems,Tools and Equipment,630695
03/27/2019,Power Systems,Total Bushings,171282
03/27/2019,Power Systems,Utility Automation,212897
03/27/2019,Power Systems - Aclara,AMI,31692
03/27/2019,Power Systems - Aclara,Meters,345011
03/28/2019,Commercial & Industrial,ACME,132293
03/28/2019,Commercial & Industrial,Gleason Reel,136873
03/28/2019,Commercial & Industrial,Haefely,16907
03/28/2019,Commercial & Industrial,Hipotronics,218698
03/28/2019,Commercial & Industrial,Industrial Controls,231700
03/28/2019,Commercial & Industrial,Raco/TayMac,764000
03/28/2019,Commercial & Industrial,WBP,1424068
03/28/2019,Commercial & Industrial,Wiegmann,221590
03/28/2019,Construction & Energy,Austdac,40593
03/28/2019,Construction & Energy,Burndy - US,964654
03/28/2019,Construction & Energy,CMC,157085
03/28/2019,Construction & Energy,Continental Industries,81962
03/28/2019,Construction & Energy,GAI-Tronics - UK,52801
03/28/2019,Construction & Energy,GAI-Tronics - US,255547
03/28/2019,Construction & Energy,Hawke - UK,-439124
03/28/2019,Construction & Energy,Hubbell Canada,746319
03/28/2019,Construction & Energy,Hubbell Products Mexico,84514
03/28/2019,Construction & Energy,Hubbell Scotland,86048
03/28/2019,Construction & Energy,Killark,245535
03/28/2019,Construction & Energy,Lyall,277700
03/28/2019,Hubbell Lighting,C & I,3065515
03/28/2019,Hubbell Lighting,Residential,455906
03/28/2019,Integrated Solutions,Integrated Solutions,68253
03/28/2019,Power Systems,Aiken - Arresters,289067
03/28/2019,Power Systems,Aiken - Cable Acc,53482
03/28/2019,Power Systems,Aiken - Insulator,429813
03/28/2019,Power Systems,Civil & Construction,1241632
03/28/2019,Power Systems,Connectors,979927
03/28/2019,Power Systems,EMC,124070
03/28/2019,Power Systems,Enclosures,918987
03/28/2019,Power Systems,HPS Brazil,360000
03/28/2019,Power Systems,HPS China,132434
03/28/2019,Power Systems,Switching Fusing,803768
03/28/2019,Power Systems,Tools and Equipment,760094
03/28/2019,Power Systems,Total Bushings,566850
03/28/2019,Power Systems,Utility Automation,86249
03/28/2019,Power Systems - Aclara,AMI,1178209
03/28/2019,Power Systems - Aclara,Meters,2449031
03/29/2019,Commercial & Industrial,ACME,131895
03/29/2019,Commercial & Industrial,Gleason Reel,96066
03/29/2019,Commercial & Industrial,Haefely,493701
03/29/2019,Commercial & Industrial,Hipotronics,50144
03/29/2019,Commercial & Industrial,Industrial Controls,105585
03/29/2019,Commercial & Industrial,Raco/TayMac,930499
03/29/2019,Commercial & Industrial,WBP,1743942
03/29/2019,Commercial & Industrial,Wiegmann,134736
03/29/2019,Construction & Energy,Austdac,39276
03/29/2019,Construction & Energy,Burndy - US,972649
03/29/2019,Construction & Energy,CMC,469250
03/29/2019,Construction & Energy,Continental Industries,305749
03/29/2019,Construction & Energy,GAI-Tronics - UK,143762
03/29/2019,Construction & Energy,GAI-Tronics - US,438236
03/29/2019,Construction & Energy,Hawke - UK,124932
03/29/2019,Construction & Energy,Hubbell Canada,610770
03/29/2019,Construction & Energy,Hubbell Products Mexico,144148
03/29/2019,Construction & Energy,Hubbell Scotland,157469
03/29/2019,Construction & Energy,Killark,302664
03/29/2019,Construction & Energy,Lyall,137500
03/29/2019,Hubbell Lighting,C & I,3102464
03/29/2019,Hubbell Lighting,Residential,993891
03/29/2019,Integrated Solutions,Integrated Solutions,101164
03/29/2019,Power Systems,Aiken - Arresters,256984
03/29/2019,Power Systems,Aiken - Cable Acc,139975
03/29/2019,Power Systems,Aiken - Insulator,129150
03/29/2019,Power Systems,Civil & Construction,1040352
03/29/2019,Power Systems,Connectors,1648642
03/29/2019,Power Systems,EMC,180075
03/29/2019,Power Systems,Enclosures,1185821
03/29/2019,Power Systems,HPS Brazil,61000
03/29/2019,Power Systems,HPS China,66945
03/29/2019,Power Systems,Switching Fusing,653242
03/29/2019,Power Systems,Tools and Equipment,423993
03/29/2019,Power Systems,Total Bushings,268014
03/29/2019,Power Systems,Utility Automation,657009
03/29/2019,Power Systems - Aclara,AMI,2410940
03/29/2019,Power Systems - Aclara,Meters,39474916
04/01/2019,Commercial & Industrial,ACME,169663
04/01/2019,Commercial & Industrial,Gleason Reel,119140
04/01/2019,Commercial & Industrial,Haefely,18999
04/01/2019,Commercial & Industrial,Hipotronics,10280
04/01/2019,Commercial & Industrial,Industrial Controls,291497
04/01/2019,Commercial & Industrial,Raco/TayMac,1263065
04/01/2019,Commercial & Industrial,WBP,1375488
04/01/2019,Commercial & Industrial,Wiegmann,130899
04/01/2019,Construction & Energy,Austdac,55509
04/01/2019,Construction & Energy,Burndy - US,779623
04/01/2019,Construction & Energy,CMC,304757
04/01/2019,Construction & Energy,Continental Industries,223578
04/01/2019,Construction & Energy,GAI-Tronics - UK,68397
04/01/2019,Construction & Energy,GAI-Tronics - US,86579
04/01/2019,Construction & Energy,Hawke - UK,91541
04/01/2019,Construction & Energy,Hubbell Canada,676863
04/01/2019,Construction & Energy,Hubbell Products Mexico,69323
04/01/2019,Construction & Energy,Hubbell Scotland,148198
04/01/2019,Construction & Energy,Killark,325254
04/01/2019,Construction & Energy,Lyall,511000
04/01/2019,Hubbell Lighting,C & I,2842951
04/01/2019,Hubbell Lighting,Residential,1158722
04/01/2019,Integrated Solutions,Integrated Solutions,7280
04/01/2019,Power Systems,Aiken - Arresters,590984
04/01/2019,Power Systems,Aiken - Cable Acc,86978
04/01/2019,Power Systems,Aiken - Insulator,265735
04/01/2019,Power Systems,Civil & Construction,791662
04/01/2019,Power Systems,Connectors,416084
04/01/2019,Power Systems,EMC,53445
04/01/2019,Power Systems,Enclosures,769624
04/01/2019,Power Systems,HPS Brazil,36000
04/01/2019,Power Systems,HPS China,301610
04/01/2019,Power Systems,Switching Fusing,901109
04/01/2019,Power Systems,Tools and Equipment,174277
04/01/2019,Power Systems,Total Bushings,200628
04/01/2019,Power Systems,Utility Automation,141851
04/01/2019,Power Systems - Aclara,AMI,376822
04/01/2019,Power Systems - Aclara,Meters,56519
04/02/2019,Commercial & Industrial,ACME,117408
04/02/2019,Commercial & Industrial,Gleason Reel,60430
04/02/2019,Commercial & Industrial,Haefely,64241
04/02/2019,Commercial & Industrial,Hipotronics,154420
04/02/2019,Commercial & Industrial,Industrial Controls,277149
04/02/2019,Commercial & Industrial,Raco/TayMac,1059211
04/02/2019,Commercial & Industrial,WBP,1222880
04/02/2019,Commercial & Industrial,Wiegmann,155924
04/02/2019,Construction & Energy,Austdac,101310
04/02/2019,Construction & Energy,Burndy - US,1341006
04/02/2019,Construction & Energy,CMC,86671
04/02/2019,Construction & Energy,Continental Industries,521383
04/02/2019,Construction & Energy,GAI-Tronics - UK,29701
04/02/2019,Construction & Energy,GAI-Tronics - US,149781
04/02/2019,Construction & Energy,Hawke - UK,25372
04/02/2019,Construction & Energy,Hubbell Canada,339211
04/02/2019,Construction & Energy,Hubbell Products Mexico,79700
04/02/2019,Construction & Energy,Hubbell Scotland,123298
04/02/2019,Construction & Energy,Killark,179137
04/02/2019,Construction & Energy,Lyall,605100
04/02/2019,Hubbell Lighting,C & I,2546205
04/02/2019,Hubbell Lighting,Residential,655011
04/02/2019,Integrated Solutions,Integrated Solutions,88617
04/02/2019,Power Systems,Aiken - Arresters,490195
04/02/2019,Power Systems,Aiken - Cable Acc,50241
04/02/2019,Power Systems,Aiken - Insulator,291259
04/02/2019,Power Systems,Civil & Construction,1591403
04/02/2019,Power Systems,Connectors,743481
04/02/2019,Power Systems,EMC,47913
04/02/2019,Power Systems,Enclosures,1703654
04/02/2019,Power Systems,HPS Brazil,16000
04/02/2019,Power Systems,HPS China,17151
04/02/2019,Power Systems,Switching Fusing,891899
04/02/2019,Power Systems,Tools and Equipment,245952
04/02/2019,Power Systems,Total Bushings,161283
04/02/2019,Power Systems,Utility Automation,218852
04/02/2019,Power Systems - Aclara,AMI,80297
04/02/2019,Power Systems - Aclara,Meters,64022
04/03/2019,Commercial & Industrial,ACME,249229
04/03/2019,Commercial & Industrial,Gleason Reel,120134
04/03/2019,Commercial & Industrial,Haefely,5201
04/03/2019,Commercial & Industrial,Hipotronics,28598
04/03/2019,Commercial & Industrial,Industrial Controls,346358
04/03/2019,Commercial & Industrial,Raco/TayMac,646350
04/03/2019,Commercial & Industrial,WBP,1335594
04/03/2019,Commercial & Industrial,Wiegmann,173805
04/03/2019,Construction & Energy,Austdac,38784
04/03/2019,Construction & Energy,Burndy - US,968604
04/03/2019,Construction & Energy,CMC,272150
04/03/2019,Construction & Energy,Continental Industries,690307
04/03/2019,Construction & Energy,GAI-Tronics - UK,159604
04/03/2019,Construction & Energy,GAI-Tronics - US,336070
04/03/2019,Construction & Energy,Hawke - UK,32672
04/03/2019,Construction & Energy,Hubbell Canada,470841
04/03/2019,Construction & Energy,Hubbell Products Mexico,135488
04/03/2019,Construction & Energy,Hubbell Scotland,108453
04/03/2019,Construction & Energy,Killark,349453
04/03/2019,Construction & Energy,Lyall,304000
04/03/2019,Hubbell Lighting,C & I,2763861
04/03/2019,Hubbell Lighting,Residential,962577
04/03/2019,Integrated Solutions,Integrated Solutions,9439
04/03/2019,Power Systems,Aiken - Arresters,346314
04/03/2019,Power Systems,Aiken - Cable Acc,66403
04/03/2019,Power Systems,Aiken - Insulator,134319
04/03/2019,Power Systems,Civil & Construction,743495
04/03/2019,Power Systems,Connectors,744569
04/03/2019,Power Systems,EMC,178457
04/03/2019,Power Systems,Enclosures,397591
04/03/2019,Power Systems,HPS Brazil,101000
04/03/2019,Power Systems,HPS China,74620
04/03/2019,Power Systems,Switching Fusing,338937
04/03/2019,Power Systems,Tools and Equipment,431661
04/03/2019,Power Systems,Total Bushings,149576
04/03/2019,Power Systems,Utility Automation,290107
04/03/2019,Power Systems - Aclara,AMI,889810
04/03/2019,Power Systems - Aclara,Meters,543313
04/04/2019,Commercial & Industrial,ACME,143129
04/04/2019,Commercial & Industrial,Gleason Reel,55618
04/04/2019,Commercial & Industrial,Haefely,6713
04/04/2019,Commercial & Industrial,Hipotronics,79330
04/04/2019,Commercial & Industrial,Industrial Controls,222551
04/04/2019,Commercial & Industrial,Raco/TayMac,651883
04/04/2019,Commercial & Industrial,WBP,1198276
04/04/2019,Commercial & Industrial,Wiegmann,189062
04/04/2019,Construction & Energy,Austdac,20046
04/04/2019,Construction & Energy,Burndy - US,828383
04/04/2019,Construction & Energy,CMC,172062
04/04/2019,Construction & Energy,Continental Industries,211188
04/04/2019,Construction & Energy,GAI-Tronics - UK,104586
04/04/2019,Construction & Energy,GAI-Tronics - US,164420
04/04/2019,Construction & Energy,Hawke - UK,25657
04/04/2019,Construction & Energy,Hubbell Canada,474845
04/04/2019,Construction & Energy,Hubbell Products Mexico,77777
04/04/2019,Construction & Energy,Hubbell Scotland,127977
04/04/2019,Construction & Energy,Killark,235123
04/04/2019,Construction & Energy,Lyall,-717000
04/04/2019,Hubbell Lighting,C & I,2953358
04/04/2019,Hubbell Lighting,Residential,749734
04/04/2019,Integrated Solutions,Integrated Solutions,81838
04/04/2019,Power Systems,Aiken - Arresters,278327
04/04/2019,Power Systems,Aiken - Cable Acc,184307
04/04/2019,Power Systems,Aiken - Insulator,231973
04/04/2019,Power Systems,Civil & Construction,1020790
04/04/2019,Power Systems,Connectors,779317
04/04/2019,Power Systems,EMC,96385
04/04/2019,Power Systems,Enclosures,590183
04/04/2019,Power Systems,HPS Brazil,42000
04/04/2019,Power Systems,HPS China,69475
04/04/2019,Power Systems,Switching Fusing,809839
04/04/2019,Power Systems,Tools and Equipment,354184
04/04/2019,Power Systems,Total Bushings,409955
04/04/2019,Power Systems,Utility Automation,576049
04/04/2019,Power Systems - Aclara,AMI,602485
04/04/2019,Power Systems - Aclara,Meters,202156
04/05/2019,Commercial & Industrial,ACME,101070
04/05/2019,Commercial & Industrial,Gleason Reel,103924
04/05/2019,Commercial & Industrial,Haefely,70250
04/05/2019,Commercial & Industrial,Hipotronics,69743
04/05/2019,Commercial & Industrial,Industrial Controls,204406
04/05/2019,Commercial & Industrial,Raco/TayMac,1460449
04/05/2019,Commercial & Industrial,WBP,1642216
04/05/2019,Commercial & Industrial,Wiegmann,158278
04/05/2019,Construction & Energy,Austdac,82893
04/05/2019,Construction & Energy,Burndy - US,1594386
04/05/2019,Construction & Energy,CMC,320792
04/05/2019,Construction & Energy,Continental Industries,90844
04/05/2019,Construction & Energy,GAI-Tronics - UK,42443
04/05/2019,Construction & Energy,GAI-Tronics - US,115292
04/05/2019,Construction & Energy,Hawke - UK,314308
04/05/2019,Construction & Energy,Hubbell Canada,465236
04/05/2019,Construction & Energy,Hubbell Products Mexico,105371
04/05/2019,Construction & Energy,Hubbell Scotland,295855
04/05/2019,Construction & Energy,Killark,366433
04/05/2019,Construction & Energy,Lyall,195800
04/05/2019,Hubbell Lighting,C & I,2192811
04/05/2019,Hubbell Lighting,Residential,992494
04/05/2019,Integrated Solutions,Integrated Solutions,13576
04/05/2019,Power Systems,Aiken - Arresters,808315
04/05/2019,Power Systems,Aiken - Cable Acc,77617
04/05/2019,Power Systems,Aiken - Insulator,183826
04/05/2019,Power Systems,Civil & Construction,1332965
04/05/2019,Power Systems,Connectors,1026269
04/05/2019,Power Systems,EMC,78430
04/05/2019,Power Systems,Enclosures,723888
04/05/2019,Power Systems,HPS Brazil,290000
04/05/2019,Power Systems,HPS China,452
04/05/2019,Power Systems,Switching Fusing,359626
04/05/2019,Power Systems,Tools and Equipment,338222
04/05/2019,Power Systems,Total Bushings,263450
04/05/2019,Power Systems,Utility Automation,206045
04/05/2019,Power Systems - Aclara,AMI,522912
04/05/2019,Power Systems - Aclara,Meters,284137
04/08/2019,Commercial & Industrial,ACME,191721
04/08/2019,Commercial & Industrial,Gleason Reel,107778
04/08/2019,Commercial & Industrial,Haefely,21909
04/08/2019,Commercial & Industrial,Hipotronics,2184
04/08/2019,Commercial & Industrial,Industrial Controls,218284
04/08/2019,Commercial & Industrial,Raco/TayMac,873812
04/08/2019,Commercial & Industrial,WBP,1956821
04/08/2019,Commercial & Industrial,Wiegmann,153926
04/08/2019,Construction & Energy,Austdac,42861
04/08/2019,Construction & Energy,Burndy - US,1386972
04/08/2019,Construction & Energy,CMC,138798
04/08/2019,Construction & Energy,Continental Industries,210541
04/08/2019,Construction & Energy,GAI-Tronics - UK,11402
04/08/2019,Construction & Energy,GAI-Tronics - US,146830
04/08/2019,Construction & Energy,Hawke - UK,71891
04/08/2019,Construction & Energy,Hubbell Canada,533755
04/08/2019,Construction & Energy,Hubbell Products Mexico,95060
04/08/2019,Construction & Energy,Hubbell Scotland,161102
04/08/2019,Construction & Energy,Killark,320153
04/08/2019,Construction & Energy,Lyall,306100
04/08/2019,Hubbell Lighting,C & I,2450441
04/08/2019,Hubbell Lighting,Residential,1520895
04/08/2019,Integrated Solutions,Integrated Solutions,11867
04/08/2019,Power Systems,Aiken - Arresters,220806
04/08/2019,Power Systems,Aiken - Cable Acc,141079
04/08/2019,Power Systems,Aiken - Insulator,74627
04/08/2019,Power Systems,Civil & Construction,601772
04/08/2019,Power Systems,Connectors,716808
04/08/2019,Power Systems,EMC,125769
04/08/2019,Power Systems,Enclosures,714791
04/08/2019,Power Systems,HPS Brazil,19000
04/08/2019,Power Systems,HPS China,56818
04/08/2019,Power Systems,Switching Fusing,1204604
04/08/2019,Power Systems,Tools and Equipment,228906
04/08/2019,Power Systems,Total Bushings,445613
04/08/2019,Power Systems,Utility Automation,271294
04/08/2019,Power Systems - Aclara,AMI,96183
04/08/2019,Power Systems - Aclara,Meters,443485
04/09/2019,Commercial & Industrial,ACME,154824
04/09/2019,Commercial & Industrial,Gleason Reel,249346
04/09/2019,Commercial & Industrial,Haefely,5035
04/09/2019,Commercial & Industrial,Hipotronics,39731
04/09/2019,Commercial & Industrial,Industrial Controls,278220
04/09/2019,Commercial & Industrial,Raco/TayMac,1159482
04/09/2019,Commercial & Industrial,WBP,1679767
04/09/2019,Commercial & Industrial,Wiegmann,108244
04/09/2019,Construction & Energy,Austdac,91168
04/09/2019,Construction & Energy,Burndy - US,1054355
04/09/2019,Construction & Energy,CMC,296537
04/09/2019,Construction & Energy,Continental Industries,322279
04/09/2019,Construction & Energy,GAI-Tronics - UK,128796
04/09/2019,Construction & Energy,GAI-Tronics - US,115383
04/09/2019,Construction & Energy,Hawke - UK,60881
04/09/2019,Construction & Energy,Hubbell Canada,502207
04/09/2019,Construction & Energy,Hubbell Products Mexico,44758
