Calendar Day,Group,Profit Center Group,Gross Order $
08/12/2018,Commercial & Industrial,Hipotronics,216306.26
08/12/2018,Commercial & Industrial,ICD,1185120.21
08/12/2018,Commercial & Industrial,Premise Wiring,1385676.36
08/12/2018,Commercial & Industrial,RACO,4750165.17
08/12/2018,Commercial & Industrial,WDK,8409549.76
08/12/2018,Commercial & Industrial,Wiegmann,1086109.24
08/12/2018,Construction & Energy,Burndy - MX,466457.18
08/12/2018,Construction & Energy,Burndy - US,5868175.64
08/12/2018,Construction & Energy,CMC,1381307.37
08/12/2018,Construction & Energy,Continental Industries,1036932.6
08/12/2018,Construction & Energy,GAI-Tronics - US,836557.02
08/12/2018,Construction & Energy,Gai-Tronics Italy,0
08/12/2018,Construction & Energy,GAI-Tronics UK,440645.52
08/12/2018,Construction & Energy,Hawke - UK,344515.85
08/12/2018,Construction & Energy,Hawke - US,155322.11
08/12/2018,Construction & Energy,Hubbell Canada,2039471.97
08/12/2018,Construction & Energy,Hubbell Scotland,508182.58
08/12/2018,Construction & Energy,Killark,1851722.54
08/12/2018,Construction & Energy,RigPower Connectors,8957.65
08/12/2018,Hubbell Lighting,AAL,327671.39
08/12/2018,Hubbell Lighting,Alera,91387.45
08/12/2018,Hubbell Lighting,Beacon,1079929.28
08/12/2018,Hubbell Lighting,Columbia,3370694.62
08/12/2018,Hubbell Lighting,Dual-Lite,1610397.08
08/12/2018,Hubbell Lighting,Hubbell Control Solutions,671191.68
08/12/2018,Hubbell Lighting,Industrial Lighting,245096.98
08/12/2018,Hubbell Lighting,Kim,1112020.57
08/12/2018,Hubbell Lighting,Kurt Versen,61564.5
08/12/2018,Hubbell Lighting,Litecontrol,602000.96
08/12/2018,Hubbell Lighting,Norlux,394863.53
08/12/2018,Hubbell Lighting,Outdoor,1645804.02
08/12/2018,Hubbell Lighting,Prescolite,1202638.12
08/12/2018,Hubbell Lighting,Progress Lighting,6699713.91
08/12/2018,Hubbell Lighting,Security Lighting,816751.63
08/12/2018,Hubbell Lighting,Thomas,248182.67
08/12/2018,Power Systems,Above Ground,279496.5
08/12/2018,Power Systems,Blocks,0
08/12/2018,Power Systems,Civil,929487.39
08/12/2018,Power Systems,Cutouts  Polymer,895993.82
08/12/2018,Power Systems,Cutouts  Porcelain,272309.14
08/12/2018,Power Systems,Dist Automation,332649.89
08/12/2018,Power Systems,Distribution Arresters,745595.3
08/12/2018,Power Systems,Distribution Connectors,2491544.3
08/12/2018,Power Systems,Distribution Insulators,313889.06
08/12/2018,Power Systems,Drain,117131.98
08/12/2018,Power Systems,Electro Composites,40863.11
08/12/2018,Power Systems,Fiber & Cable Accessories,173965.24
08/12/2018,Power Systems,Fiber Splice Products,20105.38
08/12/2018,Power Systems,Fiberglass Construction,295338.06
08/12/2018,Power Systems,Fuse Links,157529.35
08/12/2018,Power Systems,Gloves,70941.23
08/12/2018,Power Systems,HotBox,214772.81
08/12/2018,Power Systems,HPS Shanghai,15752.23
08/12/2018,Power Systems,Longbow,506724.12
08/12/2018,Power Systems,OVHD Switches,432731.77
08/12/2018,Power Systems,PCORE,533121
08/12/2018,Power Systems,PenCell,359098.88
08/12/2018,Power Systems,Pole Line Hardware,2504358.25
08/12/2018,Power Systems,Power Load,219569.97
08/12/2018,Power Systems,Resale,344725.15
08/12/2018,Power Systems,Reuel,51940.84
08/12/2018,Power Systems,Sub Automation,328969.06
08/12/2018,Power Systems,Substation Connectors,368858.72
08/12/2018,Power Systems,Substation HC Arresters,100989.34
08/12/2018,Power Systems,Substation SC Arresters,253214.25
08/12/2018,Power Systems,Substation Switches,363010.44
08/12/2018,Power Systems,Traditional Tools,1059006.8
08/12/2018,Power Systems,Transmission Arresters,34888.97
08/12/2018,Power Systems,Transmission Connectors,1379004.6
08/12/2018,Power Systems,Transmission Insulators,618773.32
08/12/2018,Power Systems,Turner Electric,256079.13
08/12/2018,Power Systems,Under Ground,2937556.8
08/12/2018,Power Systems,URD Accessories,573744.02
08/12/2018,Power Systems,URD Arresters,213954.55
08/12/2018,Power Systems,Utility Anchors,1304672.71
08/19/2018,Commercial & Industrial,ACME,891332.77
08/19/2018,Commercial & Industrial,Bryant Electric,289027.63
08/19/2018,Commercial & Industrial,Gleason Reel,699474.41
08/19/2018,Commercial & Industrial,Hipotronics,113217.49
08/19/2018,Commercial & Industrial,ICD,813728.77
08/19/2018,Commercial & Industrial,Premise Wiring,1051356.05
08/19/2018,Commercial & Industrial,RACO,4855226.38
08/19/2018,Commercial & Industrial,WDK,8640342.64
08/19/2018,Commercial & Industrial,Wiegmann,1078295.7
08/19/2018,Construction & Energy,Burndy - MX,895814.44
08/19/2018,Construction & Energy,Burndy - US,5588592.19
08/19/2018,Construction & Energy,CMC,1378906.2
08/19/2018,Construction & Energy,Continental Industries,1736985.35
08/19/2018,Construction & Energy,GAI-Tronics - US,1387644.42
08/19/2018,Construction & Energy,Gai-Tronics Italy,0
08/19/2018,Construction & Energy,GAI-Tronics UK,555608.05
08/19/2018,Construction & Energy,Hawke - UK,315239.46
08/19/2018,Construction & Energy,Hawke - US,117997
08/19/2018,Construction & Energy,Hubbell Canada,2313428.08
08/19/2018,Construction & Energy,Hubbell Scotland,384626.64
08/19/2018,Construction & Energy,Killark,1725579.48
08/19/2018,Construction & Energy,RigPower Connectors,243335.34
08/19/2018,Hubbell Lighting,AAL,624825.95
08/19/2018,Hubbell Lighting,Alera,183387.4
08/19/2018,Hubbell Lighting,Beacon,1068192.29
08/19/2018,Hubbell Lighting,Columbia,2972644.75
08/19/2018,Hubbell Lighting,Dual-Lite,1076643.01
08/19/2018,Hubbell Lighting,Hubbell Control Solutions,541139.51
08/19/2018,Hubbell Lighting,Industrial Lighting,264856.71
08/19/2018,Hubbell Lighting,Kim,745007.16
08/19/2018,Hubbell Lighting,Kurt Versen,106205.8
08/19/2018,Hubbell Lighting,Litecontrol,1481337.13
08/19/2018,Hubbell Lighting,Norlux,375928.15
08/19/2018,Hubbell Lighting,Outdoor,1357824.68
08/19/2018,Hubbell Lighting,Prescolite,1175817.69
08/19/2018,Hubbell Lighting,Progress Lighting,5757267.97
08/19/2018,Hubbell Lighting,Security Lighting,490471.15
08/19/2018,Hubbell Lighting,Thomas,152235.55
08/19/2018,Integrated Solutions,iDevices,0
08/19/2018,Power Systems,Above Ground,266765.91
08/19/2018,Power Systems,Blocks,0
08/19/2018,Power Systems,Civil,651454.8
08/19/2018,Power Systems,Cutouts  Polymer,782538.7
08/19/2018,Power Systems,Cutouts  Porcelain,348624.2
08/19/2018,Power Systems,Dist Automation,1071995.11
08/19/2018,Power Systems,Distribution Arresters,1003490.88
08/19/2018,Power Systems,Distribution Connectors,2048856.3
08/19/2018,Power Systems,Distribution Insulators,316136.46
08/19/2018,Power Systems,Drain,66723.09
08/19/2018,Power Systems,Electro Composites,50222
08/19/2018,Power Systems,Fiber & Cable Accessories,190231.1
08/19/2018,Power Systems,Fiber Splice Products,32098.52
08/19/2018,Power Systems,Fiberglass Construction,375876.17
08/19/2018,Power Systems,Fuse Links,92499.49
08/19/2018,Power Systems,Gloves,85439.95
08/19/2018,Power Systems,HotBox,184029.81
08/19/2018,Power Systems,HPS Shanghai,23280.04
08/19/2018,Power Systems,Longbow,299090.84
08/19/2018,Power Systems,OVHD Switches,559237.23
08/19/2018,Power Systems,PCORE,580909
08/19/2018,Power Systems,PenCell,559890.61
08/19/2018,Power Systems,Pole Line Hardware,2034241.43
08/19/2018,Power Systems,Power Load,35744.53
08/19/2018,Power Systems,Resale,324134.93
08/19/2018,Power Systems,Reuel,41482.56
08/19/2018,Power Systems,Sub Automation,416148.85
08/19/2018,Power Systems,Substation Connectors,436495.48
08/19/2018,Power Systems,Substation HC Arresters,-555756.07
08/19/2018,Power Systems,Substation SC Arresters,466453.79
08/19/2018,Power Systems,Substation Switches,1805417.51
08/19/2018,Power Systems,Traditional Tools,823725.04
08/19/2018,Power Systems,Transmission Arresters,68634.84
08/19/2018,Power Systems,Transmission Connectors,1053002.27
08/19/2018,Power Systems,Transmission Insulators,664716.98
08/19/2018,Power Systems,Turner Electric,477540.41
08/19/2018,Power Systems,Under Ground,2703835.86
08/19/2018,Power Systems,URD Accessories,467372.03
08/19/2018,Power Systems,URD Arresters,127166.53
08/19/2018,Power Systems,Utility Anchors,1461098.46
08/26/2018,Commercial & Industrial,ACME,827013.59
08/26/2018,Commercial & Industrial,Bryant Electric,312303.46
08/26/2018,Commercial & Industrial,Gleason Reel,666607.65
08/26/2018,Commercial & Industrial,Hipotronics,309618.92
08/26/2018,Commercial & Industrial,ICD,1328143.33
08/26/2018,Commercial & Industrial,Premise Wiring,1204227.83
08/26/2018,Commercial & Industrial,RACO,5137244.73
08/26/2018,Commercial & Industrial,WDK,8725982.17
08/26/2018,Commercial & Industrial,Wiegmann,1066897.99
08/26/2018,Construction & Energy,Burndy - MX,1092434.02
08/26/2018,Construction & Energy,Burndy - US,6180543.04
08/26/2018,Construction & Energy,CMC,1856691.6
08/26/2018,Construction & Energy,Continental Industries,835815.54
08/26/2018,Construction & Energy,GAI-Tronics - US,640112.01
08/26/2018,Construction & Energy,Gai-Tronics Italy,0
08/26/2018,Construction & Energy,GAI-Tronics UK,129996.35
08/26/2018,Construction & Energy,Hawke - UK,160945.66
08/26/2018,Construction & Energy,Hawke - US,203725.15
08/26/2018,Construction & Energy,Hubbell Canada,3235136.25
08/26/2018,Construction & Energy,Hubbell Scotland,1013800.58
08/26/2018,Construction & Energy,Killark,1535407.17
08/26/2018,Construction & Energy,RigPower Connectors,84409.83
08/26/2018,Hubbell Lighting,AAL,588363.54
08/26/2018,Hubbell Lighting,Alera,7662.85
08/26/2018,Hubbell Lighting,Beacon,1257325.72
08/26/2018,Hubbell Lighting,Columbia,3929342.91
08/26/2018,Hubbell Lighting,Dual-Lite,1519100.02
08/26/2018,Hubbell Lighting,Hubbell Control Solutions,684829.04
08/26/2018,Hubbell Lighting,Industrial Lighting,482240.63
08/26/2018,Hubbell Lighting,Kim,517396.78
08/26/2018,Hubbell Lighting,Kurt Versen,105926.6
08/26/2018,Hubbell Lighting,Litecontrol,1010691.57
08/26/2018,Hubbell Lighting,Norlux,129594.23
08/26/2018,Hubbell Lighting,Outdoor,1311793.1
08/26/2018,Hubbell Lighting,Prescolite,1307111.31
08/26/2018,Hubbell Lighting,Progress Lighting,6184473.2
08/26/2018,Hubbell Lighting,Security Lighting,521387.32
08/26/2018,Hubbell Lighting,Thomas,272597.18
08/26/2018,Integrated Solutions,iDevices,0
08/26/2018,Power Systems,Above Ground,356893.41
08/26/2018,Power Systems,Blocks,0
08/26/2018,Power Systems,Civil,642560.63
08/26/2018,Power Systems,Cutouts  Polymer,1243994.68
08/26/2018,Power Systems,Cutouts  Porcelain,519470.03
08/26/2018,Power Systems,Dist Automation,684240.67
08/26/2018,Power Systems,Distribution Arresters,919527.52
08/26/2018,Power Systems,Distribution Connectors,1889948.08
08/26/2018,Power Systems,Distribution Insulators,395399.47
08/26/2018,Power Systems,Drain,64607.63
08/26/2018,Power Systems,Electro Composites,51380.58
08/26/2018,Power Systems,Fiber & Cable Accessories,121275.85
08/26/2018,Power Systems,Fiber Splice Products,80407.85
08/26/2018,Power Systems,Fiberglass Construction,296621.08
08/26/2018,Power Systems,Fuse Links,107857.5
08/26/2018,Power Systems,Gloves,131938.67
08/26/2018,Power Systems,HotBox,155015.71
08/26/2018,Power Systems,HPS Shanghai,15165.77
08/26/2018,Power Systems,Longbow,634355.4
08/26/2018,Power Systems,OVHD Switches,482154.35
08/26/2018,Power Systems,PCORE,919273
08/26/2018,Power Systems,PenCell,541407.18
08/26/2018,Power Systems,Pole Line Hardware,1966209.09
08/26/2018,Power Systems,Power Load,88008.46
08/26/2018,Power Systems,Resale,327816.69
08/26/2018,Power Systems,Reuel,269599.64
08/26/2018,Power Systems,Sub Automation,215110.22
08/26/2018,Power Systems,Substation Connectors,401880.11
08/26/2018,Power Systems,Substation HC Arresters,962755.25
08/26/2018,Power Systems,Substation SC Arresters,365348.29
08/26/2018,Power Systems,Substation Switches,550638
08/26/2018,Power Systems,Traditional Tools,798519.03
08/26/2018,Power Systems,Transmission Arresters,101928.52
08/26/2018,Power Systems,Transmission Connectors,1224018.92
08/26/2018,Power Systems,Transmission Insulators,1484341.71
08/26/2018,Power Systems,Turner Electric,225788.2
08/26/2018,Power Systems,Under Ground,2338581.82
08/26/2018,Power Systems,URD Accessories,638702.29
08/26/2018,Power Systems,URD Arresters,130285.26
08/26/2018,Power Systems,Utility Anchors,1512165.74
09/02/2018,Commercial & Industrial,ACME,1106637.95
09/02/2018,Commercial & Industrial,Bryant Electric,387783.65
09/02/2018,Commercial & Industrial,Gleason Reel,573719.81
09/02/2018,Commercial & Industrial,Hipotronics,230887.33
09/02/2018,Commercial & Industrial,ICD,1579205.7
09/02/2018,Commercial & Industrial,Premise Wiring,1118015.19
09/02/2018,Commercial & Industrial,RACO,6067951.62
09/02/2018,Commercial & Industrial,WDK,8630587.96
09/02/2018,Commercial & Industrial,Wiegmann,1101940.63
09/02/2018,Construction & Energy,Burndy - MX,886380.79
09/02/2018,Construction & Energy,Burndy - US,7034651.15
09/02/2018,Construction & Energy,CMC,1817101.06
09/02/2018,Construction & Energy,Continental Industries,1594746.19
09/02/2018,Construction & Energy,GAI-Tronics - US,1307429.69
09/02/2018,Construction & Energy,Gai-Tronics Italy,0
09/02/2018,Construction & Energy,GAI-Tronics UK,261877.72
09/02/2018,Construction & Energy,Hawke - UK,231167.03
09/02/2018,Construction & Energy,Hawke - US,127455.87
09/02/2018,Construction & Energy,Hubbell Canada,2792921.01
09/02/2018,Construction & Energy,Hubbell Scotland,1051823.1
09/02/2018,Construction & Energy,Killark,1304516.98
09/02/2018,Construction & Energy,RigPower Connectors,114.75
09/02/2018,Hubbell Lighting,AAL,926753.6
09/02/2018,Hubbell Lighting,Alera,75465.93
09/02/2018,Hubbell Lighting,Beacon,1680239.83
09/02/2018,Hubbell Lighting,Columbia,4756362.63
09/02/2018,Hubbell Lighting,Dual-Lite,1661969.77
09/02/2018,Hubbell Lighting,Hubbell Control Solutions,1268788.69
09/02/2018,Hubbell Lighting,Industrial Lighting,483683.08
09/02/2018,Hubbell Lighting,Kim,1174477.17
09/02/2018,Hubbell Lighting,Kurt Versen,-1194.12
09/02/2018,Hubbell Lighting,Litecontrol,496331.63
09/02/2018,Hubbell Lighting,Norlux,658951.3
09/02/2018,Hubbell Lighting,Outdoor,1500855.82
09/02/2018,Hubbell Lighting,Prescolite,1559684.18
09/02/2018,Hubbell Lighting,Progress Lighting,6109706.65
09/02/2018,Hubbell Lighting,Security Lighting,285600.09
09/02/2018,Hubbell Lighting,Thomas,349705.53
09/02/2018,Integrated Solutions,iDevices,0
09/02/2018,Power Systems,Above Ground,350690.42
09/02/2018,Power Systems,Blocks,12609.36
09/02/2018,Power Systems,Civil,659153.06
09/02/2018,Power Systems,Cutouts  Polymer,1082727.74
09/02/2018,Power Systems,Cutouts  Porcelain,293196.5
09/02/2018,Power Systems,Dist Automation,424970.81
09/02/2018,Power Systems,Distribution Arresters,817657.41
09/02/2018,Power Systems,Distribution Connectors,2252731.38
09/02/2018,Power Systems,Distribution Insulators,290259.22
09/02/2018,Power Systems,Drain,89820.29
09/02/2018,Power Systems,Electro Composites,127475.9
09/02/2018,Power Systems,Fiber & Cable Accessories,62594.76
09/02/2018,Power Systems,Fiber Splice Products,5372.84
09/02/2018,Power Systems,Fiberglass Construction,365719.62
09/02/2018,Power Systems,Fuse Links,176884.83
09/02/2018,Power Systems,Gloves,35489.76
09/02/2018,Power Systems,HotBox,153162.83
09/02/2018,Power Systems,HPS Shanghai,172300.92
09/02/2018,Power Systems,Longbow,171732.56
09/02/2018,Power Systems,OVHD Switches,637806.97
09/02/2018,Power Systems,PCORE,1212579
09/02/2018,Power Systems,PenCell,561244.94
09/02/2018,Power Systems,Pole Line Hardware,2035431.3
09/02/2018,Power Systems,Power Load,97663.61
09/02/2018,Power Systems,Resale,241747.37
09/02/2018,Power Systems,Reuel,204860.29
09/02/2018,Power Systems,Sub Automation,482865.29
09/02/2018,Power Systems,Substation Connectors,709777.81
09/02/2018,Power Systems,Substation HC Arresters,156882.19
09/02/2018,Power Systems,Substation SC Arresters,324498.85
09/02/2018,Power Systems,Substation Switches,564578.13
09/02/2018,Power Systems,Traditional Tools,725270.11
09/02/2018,Power Systems,Transmission Arresters,132547.52
09/02/2018,Power Systems,Transmission Connectors,1656307.79
09/02/2018,Power Systems,Transmission Insulators,1395094.38
09/02/2018,Power Systems,Turner Electric,103454.76
09/02/2018,Power Systems,Under Ground,2571786.64
09/02/2018,Power Systems,URD Accessories,421507.08
09/02/2018,Power Systems,URD Arresters,138500.55
09/02/2018,Power Systems,Utility Anchors,1467245.26
09/09/2018,Commercial & Industrial,ACME,873470.56
09/09/2018,Commercial & Industrial,Bryant Electric,164001.34
09/09/2018,Commercial & Industrial,Gleason Reel,695845.8
09/09/2018,Commercial & Industrial,Hipotronics,89545.59
09/09/2018,Commercial & Industrial,ICD,836743.77
09/09/2018,Commercial & Industrial,Premise Wiring,680777.86
09/09/2018,Commercial & Industrial,RACO,5119364.52
09/09/2018,Commercial & Industrial,WDK,7168686.86
09/09/2018,Commercial & Industrial,Wiegmann,908130.27
09/09/2018,Construction & Energy,Burndy - MX,735468.97
09/09/2018,Construction & Energy,Burndy - US,5231661.74
09/09/2018,Construction & Energy,CMC,1616977.13
09/09/2018,Construction & Energy,Continental Industries,915127.97
09/09/2018,Construction & Energy,GAI-Tronics - US,603246.2
09/09/2018,Construction & Energy,Gai-Tronics Italy,0
09/09/2018,Construction & Energy,GAI-Tronics UK,363574.9
09/09/2018,Construction & Energy,Hawke - UK,344631.96
09/09/2018,Construction & Energy,Hawke - US,85918.87
09/09/2018,Construction & Energy,Hubbell Canada,2119120.58
09/09/2018,Construction & Energy,Hubbell Scotland,698633.45
09/09/2018,Construction & Energy,Killark,1731816.76
09/09/2018,Construction & Energy,RigPower Connectors,23885.4
